Cat,Name,Smiles,score_active,pred_active
S3811,Ginsenoside Re,CC1OC(OC2C(O)C(O)C(CO)OC2OC3CC4(C)C(CC(O)C5C(CCC45C)C(C)(CCC=C(C)C)OC6OC(CO)C(O)C(O)C6O)C7(C)CCC(O)C(C)(C)C37)C(O)C(O)C1O,0.4712165953185916,0
S3813,Bakuchiol,CC(C)=CCCC(C)(C=C)\C=C\C1=CC=C(O)C=C1,0.46175736626058445,0
S3815,Mogroside V,CC(CCC(OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1OC3OC(CO)C(O)C(O)C3O)C(C)(C)O)C4CCC5(C)C6CC=C7C(CCC(OC8OC(COC9OC(CO)C(O)C(O)C9O)C(O)C(O)C8O)C7(C)C)C6(C)C(O)CC45C,0.4872314347472398,0
S3818,Tectoridin,COC1=C(O)C2=C(OC=C(C2=O)C3=CC=C(O)C=C3)C=C1OC4OC(CO)C(O)C(O)C4O,0.32066048973065964,0
S3822,Schisandrin A,COC1=CC2=C(C(=C1OC)OC)C3=C(CC(C)C(C)C2)C=C(OC)C(=C3OC)OC,0.3450434764208818,0
S3824,Quercitrin,CC1OC(OC2=C(OC3=C(C(=CC(=C3)O)O)C2=O)C4=CC(=C(O)C=C4)O)C(O)C(O)C1O,0.5524485895018777,0
S3825,Glycitin,COC1=CC2=C(OC=C(C2=O)C3=CC=C(O)C=C3)C=C1OC4OC(CO)C(O)C(O)C4O,0.31209176408495204,0
S3826,Hydroxytyrosol,OCCC1=CC=C(O)C(=C1)O,0.5101050480680945,0
S3828,Orcinol glucoside,CC1=CC(=CC(=C1)OC2OC(CO)C(O)C(O)C2O)O,0.4158635450887025,0
S3833,Amentoflavone,OC1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C(=C(O)C=C3O)C4=CC(=CC=C4O)C5=CC(=O)C6=C(O5)C=C(O)C=C6O,0.3634451242924904,0
S3834,Astaxanthin,CC(=C\C=C\C=C(C)\C=C\C=C(C)\C=C\C1=C(C)C(=O)C(O)CC1(C)C)/C=C/C=C(C)/C=C/C2=C(C)C(=O)C(O)CC2(C)C,0.45417219835531136,0
S3835,Loganin,COC(=O)C1=COC(OC2OC(CO)C(O)C(O)C2O)C3C(C)C(O)CC13,0.39925492129746576,0
S3836,6-Gingerol,CCCCCC(O)CC(=O)CCC1=CC=C(O)C(=C1)OC,0.4293594909902313,0
S3837,Echinocystic acid,CC1(C)CCC2(C(O)CC3(C)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC34C)C2C1)C(O)=O,0.5024328919946006,0
S3838,Carnosic acid,CC(C)C1=CC2=C(C(=C1O)O)C3(CCCC(C)(C)C3CC2)C(O)=O,0.4152468070523087,0
S3839,1-Deoxynojirimycin,OCC1NCC(O)C(O)C1O,0.46989411159280403,0
S3840,Baohuoside I,COC1=CC=C(C=C1)C2=C(OC3OC(C)C(O)C(O)C3O)C(=O)C4=C(O)C=C(O)C(=C4O2)CC=C(C)C,0.40946039590758504,0
S3842,Isoquercitrin,OCC1OC(OC2=C(OC3=CC(=CC(=C3C2=O)O)O)C4=CC(=C(O)C=C4)O)C(O)C(O)C1O,0.5412287740888092,0
S3843,Madecassoside,CC1CCC2(CCC3(C)C(=CCC4C5(C)CC(O)C(O)C(C)(CO)C5C(O)CC34C)C2C1C)C(=O)OC6OC(COC7OC(CO)C(OC8OC(C)C(O)C(O)C8O)C(O)C7O)C(O)C(O)C6O,0.48320278282684,0
S3846,Eupatilin,COC1=CC=C(C=C1OC)C2=CC(=O)C3=C(O2)C=C(O)C(=C3O)OC,0.28326844994463213,0
S3847,Panaxatriol,CC1(C)CCCC(C)(O1)C2CCC3(C)C2C(O)CC4C5(C)CCC(O)C(C)(C)C5C(O)CC34C,0.4082374230700138,0
S3848,Hydroxytyrosol Acetate,CC(=O)OCCC1=CC(=C(O)C=C1)O,0.5752878236078127,0
S3849,D-Galactose,OCC1OC(O)C(O)C(O)C1O,0.40340219472799116,0
S3855,Ethyl ferulate,CCOC(=O)/C=C/C1=CC(=C(O)C=C1)OC,0.550113662837834,0
S3857,4-Hydroxybenzyl alcohol,OCC1=CC=C(O)C=C1,0.3708033224588129,0
S3858,Lawsone,OC1=CC(=O)C2=C(C=CC=C2)C1=O,0.24518707863748937,0
S3859,Vanillyl Alcohol,COC1=CC(=CC=C1O)CO,0.44342408356714574,0
S3860,Allicin,C=CCS[S](=O)CC=C,0.3797245387093829,0
S3862,Gallic acid trimethyl ether,COC1=CC(=CC(=C1OC)OC)C(O)=O,0.2947338671283613,0
S3867,(E)-Cardamonin,COC1=CC(=CC(=C1C(=O)\C=C\C2=CC=CC=C2)O)O,0.4757233293674665,0
S3869,Methyl protocatechuate,COC(=O)C1=CC(=C(O)C=C1)O,0.5592452576487169,0
S3870,D-Pinitol,COC1C(O)C(O)C(O)C(O)C1O,0.4118722218931608,0
S3872,Guaiacol,COC1=C(O)C=CC=C1,0.34298716175012867,0
S3874,Curcumenol,CC1CCC2C(=CC3(O)OC12CC3=C(C)C)C,0.4224740821498,0
S3875,Alpinetin,COC1=CC(=CC2=C1C(=O)CC(O2)C3=CC=CC=C3)O,0.2897672504892853,0
S3877,Lysionotin,COC1=CC=C(C=C1)C2=CC(=O)C3=C(O)C(=C(O)C(=C3O2)OC)OC,0.2687416135891682,0
S3878,Bavachinin,COC1=CC2=C(C=C1CC=C(C)C)C(=O)CC(O2)C3=CC=C(O)C=C3,0.4043770357054245,0
S3879,Kaempferide,COC1=CC=C(C=C1)C2=C(O)C(=O)C3=C(O2)C=C(O)C=C3O,0.4235078428099196,0
S3880,Schisantherin A,COC1=CC2=C(C(=C1OC)OC)C3=C(CC(C)C(C)(O)C2OC(=O)C4=CC=CC=C4)C=C5OCOC5=C3OC,0.3583572982842283,0
S3881,Scopoletin,COC1=CC2=C(OC(=O)C=C2)C=C1O,0.1849643384669513,0
S3883,Protopine,CN1CCC2=C(C=C3OCOC3=C2)C(=O)CC4=C(C1)C5=C(OCO5)C=C4,0.3481444252223647,0
S3884,Jatrorrhizine,COC1=CC2=C(CC[N+]3=CC4=C(C=CC(=C4OC)OC)C=C23)C=C1O,0.42403846406183554,0
S3885,Pyrogallol,OC1=C(O)C(=CC=C1)O,0.5255225842928847,0
S3888,"3,4',5-Trimethoxy-trans-stilbene",COC1=CC=C(C=C1)/C=C/C2=CC(=CC(=C2)OC)OC,0.401828212166303,0
S3897,(-)-Arctigenin,COC1=C(O)C=CC(=C1)CC2C(COC2=O)CC3=CC=C(OC)C(=C3)OC,0.43099159308886037,0
S3898,Hydroxy Camptothecine,CCC1(O)C(=O)OCC2=C1C=C3N(CC4=CC5=C(C=CC(=C5)O)N=C34)C2=O,0.42304307385717954,0
S3905,Iso-Steviol,CC12CCC3C4(C)CCCC(C)(C4CCC3(CC1=O)C2)C(O)=O,0.2897754147541346,0
S3906,Astragalus polyphenols,OCC1OC(OC2=C(\C=C\C3=CC=C(O)C=C3)C=C(O)C=C2O)C(O)C(O)C1O,0.5091052364852707,0
S3908,4'-Demethylpodophyllotoxin,COC1=CC(=CC(=C1O)OC)C2C3C(COC3=O)C(O)C4=C2C=C5OCOC5=C4,0.47034596736695894,0
S3909,Catalpol,OCC1OC(OC2OC=CC3C(O)C4OC4(CO)C23)C(O)C(O)C1O,0.4387424441505484,0
S3910,"4',7-Dimethoxyisoflavone",COC1=CC=C(C=C1)C2=COC3=C(C=CC(=C3)OC)C2=O,0.14127927961899023,0
S3917,Tetrahydrocurcumin,COC1=C(O)C=CC(=C1)CCC(=O)CC(=O)CCC2=CC=C(O)C(=C2)OC,0.4266847737561659,0
S3918,"4',7-Dimethoxy-5-Hydroxyflavone",COC1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(OC)C=C3O,0.22256363302092022,0
S3922,(-)-epigallocatechin,OC1CC2=C(OC1C3=CC(=C(O)C(=C3)O)O)C=C(O)C=C2O,0.49169563559844176,0
S3924,Ginsenoside Rb1,CC(C)=CCCC(C)(OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)C3CCC4(C)C3C(O)CC5C6(C)CCC(OC7OC(CO)C(O)C(O)C7OC8OC(CO)C(O)C(O)C8O)C(C)(C)C6CCC45C,0.4714593029254694,0
S3925,(-)-Epicatechin gallate,OC1=CC2=C(CC(OC(=O)C3=CC(=C(O)C(=C3)O)O)C(O2)C4=CC=C(O)C(=C4)O)C(=C1)O,0.5830110999642992,0
S3926,Forsythin,COC1=CC=C(C=C1OC)C2OCC3C2COC3C4=CC(=C(OC5OC(CO)C(O)C(O)C5O)C=C4)OC,0.5280714158129146,0
S3929,Liquiritigenin,OC1=CC=C(C=C1)C2CC(=O)C3=CC=C(O)C=C3O2,0.36011591012289457,0
S3930,Liquiritin,OCC1OC(OC2=CC=C(C=C2)C3CC(=O)C4=C(O3)C=C(O)C=C4)C(O)C(O)C1O,0.430548342988456,0
S3932,Astilbin,CC1OC(OC2C(OC3=C(C(=CC(=C3)O)O)C2=O)C4=CC(=C(O)C=C4)O)C(O)C(O)C1O,0.548191761392724,0
S3934,Acetyl Resveratrol,CC(=O)OC1=CC=C(C=C1)/C=C/C2=CC(=CC(=C2)OC(C)=O)OC(C)=O,0.36207993470162025,0
S3935,Nonivamide,CCCCCCCCC(=O)NCC1=CC(=C(O)C=C1)OC,0.38541071718592207,0
S3937,Pterostilbene,COC1=CC(=CC(=C1)\C=C\C2=CC=C(O)C=C2)OC,0.45203672629013586,0
S3939,4'-Methoxyresveratrol,COC1=CC=C(C=C1)\C=C\C2=CC(=CC(=C2)O)O,0.46490842547038863,0
S3940,3'-Hydroxypterostilbene,COC1=CC(=CC(=C1)/C=C/C2=CC(=C(O)C=C2)O)OC,0.6431211314539448,1
S3941,Pinocembrin,OC1=CC2=C(C(=O)CC(O2)C3=CC=CC=C3)C(=C1)O,0.3719875924265485,0
S3942,Cardamonin,COC1=CC(=CC(=C1C(=O)C=CC2=CC=CC=C2)O)O,0.4757233293674665,0
S3951,Tannic acid,OC1=CC(=CC(=C1O)O)C(=O)OC2=C(O)C(=CC(=C2)C(=O)OCC3OC(OC(=O)C4=CC(=C(O)C(=C4)O)OC(=O)C5=CC(=C(O)C(=C5)O)O)C(OC(=O)C6=CC(=C(O)C(=C6)O)OC(=O)C7=CC(=C(O)C(=C7)O)O)C(OC(=O)C8=CC(=C(O)C(=C8)O)OC(=O)C9=CC(=C(O)C(=C9)O)O)C3OC(=O)C%10=CC(=C(O)C(=C%10)O)OC(=O)C%11=CC(=C(O)C(=C%11)O)O)O,0.5480340349063472,0
S3952,"3,4-Dihydroxybenzaldehyde",OC1=CC=C(C=O)C=C1O,0.5948379949342101,0
S3956,Tetramethylpyrazine,CC1=NC(=C(C)N=C1C)C,0.3095936501140896,0
S3957,Gamma-Oryzanol,COC1=CC(=CC=C1O)/C=C/C(=O)OC2CCC34CC35CCC6(C)C(CCC6(C)C5CCC4C2(C)C)C(C)CCC=C(C)C,0.5379043955941722,0
S3960,Higenamine hydrochloride,Cl.OC1=CC=C(CC2NCCC3=CC(=C(O)C=C23)O)C=C1,0.5314658419143177,0
S3967,Flavone,O=C1C=C(OC2=C1C=CC=C2)C3=CC=CC=C3,0.10739399142883581,0
S3969,Veratric acid,COC1=C(OC)C=C(C=C1)C(O)=O,0.3059095679287935,0
S3974,(+)-Catechin hydrate,OC1CC2=C(OC1C3=CC(=C(O)C=C3)O)C=C(O)C=C2O,0.6300511695484143,1
S3975,Protocatechuic acid,OC(=O)C1=CC(=C(O)C=C1)O,0.5543672069760092,0
S3980,Pyridoxine,CC1=NC=C(CO)C(=C1O)CO,0.37424634771194415,0
S3981,Sinapinic Acid,COC1=C(O)C(=CC(=C1)\C=C\C(O)=O)OC,0.5129509928363315,0
S3984,Nordihydroguaiaretic acid (NDGA),CC(CC1=CC=C(O)C(=C1)O)C(C)CC2=CC=C(O)C(=C2)O,0.879500377189774,1
S3990,Trans-Anethole,COC1=CC=C(\C=C\C)C=C1,0.3984729640259483,0
S3993,Ethyl Vanillate,CCOC(=O)C1=CC(=C(O)C=C1)OC,0.42312979565401365,0
S3996,Thioctic acid,OC(=O)CCCCC1CCSS1,0.26806424303508086,0
S3998,(+)-α-Lipoic acid,OC(=O)CCCCC1CCSS1,0.26806424303508086,0
S4017,Allylthiourea,NC(=S)NCC=C,0.3601456158167138,0
S4073,Sodium 4-Aminosalicylate,[Na+].NC1=CC(=C(C=C1)C([O-])=O)O,0.37583661787017686,0
S4083,Vitamin A Acetate,CC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,0.40136286805039684,0
S4084,Lomerizine 2HCl,Cl.Cl.COC1=C(OC)C(=C(CN2CCN(CC2)C(C3=CC=C(F)C=C3)C4=CC=C(F)C=C4)C=C1)OC,0.3893352911812295,0
S4118,Histamine 2HCl,Cl.Cl.NCCC1=C[NH]C=N1,0.34683260104073776,0
S4128,Troxipide,COC1=C(OC)C(=CC(=C1)C(=O)NC2CCCNC2)OC,0.3934011136884123,0
S4132,Deoxyarbutin,OC1=CC=C(OC2CCCCO2)C=C1,0.36535432328353684,0
S4170,Coumarin,O=C1OC2=C(C=CC=C2)C=C1,0.1668170577698794,0
S4198,Aminothiazole,NC1=NC=CS1,0.27839830325403553,0
S4206,Cysteamine HCl,Cl.NCCS,0.34095946227364876,0
S4238,Cepharanthine,COC1=C2OC3=CC=C(CC4N(C)CCC5=C4C(=C6OCOC6=C5)OC7=C(OC)C=C8CCN(C)C(CC(=C2)C=C1)C8=C7)C=C3,0.4320997782795362,0
S4261,EUK 134,COC1=C2O[Mn]|3|4(Cl)OC5=C(OC)C=CC=C5C=N|3CCN|4=CC2=CC=C1,,0
S4511,6-Benzylaminopurine,C(NC1=NC=NC2=C1[NH]C=N2)C3=CC=CC=C3,0.40296580329183634,0
S4539,Salicylic acid,OC(=O)C1=C(O)C=CC=C1,0.31876362304886413,0
S4543,Trimetazidine dihydrochloride,Cl.Cl.COC1=C(OC)C(=C(CN2CCNCC2)C=C1)OC,0.41798154358186573,0
S4550,Azelaic acid,OC(=O)CCCCCCCC(O)=O,0.23137939804136223,0
S4561,Danthron,OC1=CC=CC2=C1C(=O)C3=C(O)C=CC=C3C2=O,0.3208463931280002,0
S4603,Gallic acid,OC(=O)C1=CC(=C(O)C(=C1)O)O,0.4346817668468554,0
S4636,Teneligliptin hydrobromide,CC1=N[N](C2=CC=CC=C2)C(=C1)N3CCN(CC3)C4CNC(C4)C(=O)N5CCSC5,0.4544735428546462,0
S4648,Dantrolene sodium hemiheptahydrate,CCC1CN2CCC1CC2C(O)C3=C4C=C(OC)C=CC4=NC=C3,0.3602871937435562,0
S4676,Gluconolactone,OCC1OC(=O)C(O)C(O)C1O,0.37263998522096553,0
S4686,Vitamin E,CC(C)CCCC(C)CCCC(C)CCCC1(C)CCC2=C(C)C(=C(C)C(=C2O1)C)O,0.3960425022595211,0
S4697,Saxagliptin hydrate,O.NC(C(=O)N1C(CC2CC12)C#N)[C]34CC5[CH2]C(C[C](O)(C5)C3)C4,0.35446382374708924,0
S4701,2-Deoxy-D-glucose (2-DG),OCC1OC(O)CC(O)C1O,0.4119358236277853,0
S4706,Eugenol,COC1=C(O)C=CC(=C1)CC=C,0.4244566191063644,0
S4711,Esculetin,OC1=CC2=C(C=CC(=O)O2)C=C1O,0.34381054613193546,0
S4712,Diethylmaleate,CCOC(=O)\C=C/C(=O)OCC,0.26489137608017715,0
S4722,(+)-Catechin,OC1CC2=C(OC1C3=CC(=C(O)C=C3)O)C=C(O)C=C2O,0.6300511695484143,1
S4723,(-)Epicatechin,OC1CC2=C(OC1C3=CC(=C(O)C=C3)O)C=C(O)C=C2O,0.6300511695484143,1
S4731,Perphenazine,OCCN1CCN(CCCN2C3=CC=CC=C3SC4=C2C=C(Cl)C=C4)CC1,0.3261643444798102,0
S4732,MPTP hydrochloride,Cl.CN1CCC(=CC1)C2=CC=CC=C2,0.2769408319963738,0
S4735,Salvianolic acid B,OC(=O)C(CC1=CC(=C(O)C=C1)O)OC(=O)/C=C/C2=CC=C(O)C3=C2C(C(O3)C4=CC=C(O)C(=C4)O)C(=O)OC(CC5=CC=C(O)C(=C5)O)C(O)=O,0.6409065762413243,1
S4737,Psoralen,O=C1OC2=C(C=C1)C=C3C=COC3=C2,0.18603407952842396,0
S4739,Oxyresveratrol,OC1=CC=C(\C=C\C2=CC(=CC(=C2)O)O)C(=C1)O,0.5069705314544425,0
S4743,Wogonin,COC1=C(O)C=C(O)C2=C1OC(=CC2=O)C3=CC=CC=C3,0.22993523673036406,0
S4753,Ganoderic acid A,CC(CC(=O)CC(C)C(O)=O)C1CC(O)C2(C)C3=C(C(=O)CC12C)C4(C)CCC(=O)C(C)(C)C4CC3O,0.42481498088040015,0
S4759,p-Coumaric Acid,OC(=O)\C=C\C1=CC=C(O)C=C1,0.4588534129270791,0
S4761,Thymoquinone,CC(C)C1=CC(=O)C(=CC1=O)C,0.285281780615734,0
S4762,"2,4-Dihydroxyacetophenone",CC(=O)C1=C(O)C=C(O)C=C1,0.33765364391911656,0
S4763,4-Hydroxychalcone,OC1=CC=C(C=C1)/C=C/C(=O)C2=CC=CC=C2,0.3968161279233972,0
S4765,Syringaldehyde,COC1=C(O)C(=CC(=C1)C=O)OC,0.3804012144734961,0
S4766,Gibberellic acid,CC12C(O)C=CC3(OC1=O)C4CCC5(O)CC4(CC5=C)C(C23)C(O)=O,0.3897846481517061,0
S4771,β-thujaplicin,CC(C)C1=CC=CC(=O)C(=C1)O,0.2771061564723529,0
S4781,Xanthoxyline,COC1=CC(=C(C(C)=O)C(=C1)OC)O,0.33203244484832456,0
S4783,Benzyl isothiocyanate,S=C=NCC1=CC=CC=C1,0.33585868611446995,0
S4787,Methyl syringate,COC(=O)C1=CC(=C(O)C(=C1)OC)OC,0.3328961098005169,0
S4809,3-Indolepropionic acid,OC(=O)CCC1=C[NH]C2=C1C=CC=C2,0.33618713514253323,0
S4815,L-Cysteine HCl,Cl.NC(CS)C(O)=O,0.3127593888493262,0
S4849,Levocetirizine Dihydrochloride,Cl.Cl.OC(=O)COCCN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=C(Cl)C=C3,0.3388213154415978,0
S4862,Squalene,CC(C)=CCC\C(C)=C\CC\C(C)=C\CC\C=C(C)\CC\C=C(C)\CCC=C(C)C,0.2763862222018573,0
S4866,Nicarbazin,CC1=NC(=NC(=C1)C)O.[O-][N+](=O)C2=CC=C(NC(=O)NC3=CC=C(C=C3)[N+]([O-])=O)C=C2,0.46003282453303046,0
S4902,QNZ (EVP4593),NC1=CC2=C(NCCC3=CC=C(OC4=CC=CC=C4)C=C3)N=CN=C2C=C1,0.33437355363139787,0
S4936,Antiarol,COC1=CC(=CC(=C1OC)OC)O,0.35207139999459086,0
S4937,4'-Hydroxychalcone,OC1=CC=C(C=C1)C(=O)\C=C\C2=CC=CC=C2,0.3925173869010686,0
S4940,Maltol,CC1=C(O)C(=O)C=CO1,0.2541212511460048,0
S4941,Farnesol,CC(C)=CCCC(/C)=C/CCC(/C)=C/CO,0.2708593526776428,0
S4957,Linalool,CC(C)=CCCC(C)(O)C=C,0.32030706395432834,0
S4963,Purpurin,OC1=CC(=C2C(=O)C3=C(C=CC=C3)C(=O)C2=C1O)O,0.3300756460966812,0
S4964,Lactobionic acid,OCC(O)C(OC1OC(CO)C(O)C(O)C1O)C(O)C(O)C(O)=O,0.3738303723660705,0
S4966,4-Methylesculetin,CC1=CC(=O)OC2=C1C=C(O)C(=C2)O,0.3029631360545607,0
S4977,Efonidipine,CC1=C(C(C2=CC(=CC=C2)[N+]([O-])=O)C(=C(C)N1)[P]3(=O)OCC(C)(C)CO3)C(=O)OCCN(CC4=CC=CC=C4)C5=CC=CC=C5,0.4262913029805195,0
S4981,Cyclogalegenol,CC(C)(O)C1CCC(C)(O1)C2C(O)CC3(C)C4CC(O)C5C(C)(C)C(O)CCC56CC46CCC23C,0.41215730744721224,0
S4990,TBHQ,CC(C)(C)C1=C(O)C=CC(=C1)O,0.4352025683851547,0
S5079,Sitagliptin,NC(CC(=O)N1CC[N]2C(=NN=C2C(F)(F)F)C1)CC3=C(F)C=C(F)C(=C3)F,0.42391105915800836,0
S5104,Tea polyphenol,,,0
S5105,Proanthocyanidins,OC1C(O)C(OC2CC3=C(OC2C4=CC=C(O)C(=C4)O)C=C(O)C=C3O)(OC5=C1C(=CC(=C5)O)O)C6=CC=C(O)C(=C6)O,0.6247849241564103,1
S5109,Ademetionine,C[S+](CCC(N)C([O-])=O)CC1OC(C(O)C1O)[N]2C=NC3=C2N=CN=C3N,0.3781356015977677,0
S5110,Safflower Yellow,OCC1OC(C(O)C(O)C1O)C2(O)C(=C(\C=C/3C(=O)C(=C(O)C(O)(C4OC(CO)C(O)C(O)C4O)C3=O)C(=O)\C=C\C5=CC=C(O)C=C5)C(=O)C(=C2O)C(=O)\C=C\C6=CC=C(O)C=C6)O,0.48696892104835193,0
S5113,Propyl gallate,CCCOC(=O)C1=CC(=C(O)C(=C1)O)O,0.42913683657498763,0
S5121,Phytol,CC(C)CCCC(C)CCCC(C)CCC\C(C)=C\CO,0.29464078572555813,0
S5133,Sodium erythorbate,OCC(O)C1OC(=O)C(=C1O[Na])O,0.39250115837419336,0
S5143,Citropten,COC1=CC2=C(C=CC(=O)O2)C(=C1)OC,0.1783081595563785,0
S5144,Neferine,COC1=CC=C(CC2N(C)CCC3=C2C=C(OC4=CC(=CC=C4O)CC5N(C)CCC6=C5C=C(OC)C(=C6)OC)C(=C3)OC)C=C1,0.42646606667475706,0
S5151,Gypenoside,CC1OC(OC2C(OCC(O)C2OC3OCC(O)C(O)C3O)OC4CCC5(C=O)C(CCC6(C)C5CCC7C(CCC67C)C(O)(CCC=C(C)C)COC8OC(CO)C(O)C(O)C8O)C4(C)C)C(O)C(O)C1O,0.47633244278427356,0
S5157,Thymol,CC(C)C1=CC=C(C)C=C1O,0.3399426391538662,0
S5174,Kojic acid,OCC1=CC(=O)C(=CO1)O,0.30678077818309774,0
S5221,Diludine,CCOC(=O)C1=C(C)NC(=C(C1)C(=O)OCC)C,0.3652668089263004,0
S5284,Adenosine 5'-monophosphate monohydrate,O.NC1=NC=NC2=C1N=C[N]2C3OC(CO[P](O)(O)=O)C(O)C3O,0.45547782805113457,0
S5312,Urolithin A,OC1=CC=C2C(=C1)OC(=O)C3=CC(=CC=C23)O,0.20952280094264955,0
S5314,"HTHQ (1-O-Hexyl-2,3,5-trimethylhydroquinone)",CCCCCCOC1=CC(=C(O)C(=C1C)C)C,0.2999718527655106,0
S5318,Acacetin,COC1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(O)C=C3O,0.2924627474329498,0
S5343,Vanillic acid,COC1=C(O)C=CC(=C1)C(O)=O,0.43734562323524306,0
S5345,(+/-)-nerolidol,CC(C)=CCC/C(C)=C/CCC(C)(O)C=C,0.3143612280412648,0
S5369,Ethoxyquin,CCOC1=CC2=C(NC(C)(C)C=C2C)C=C1,0.3903751513909567,0
S5380,7-Hydroxyflavone,OC1=CC=C2C(=O)C=C(OC2=C1)C3=CC=CC=C3,0.09350474076025567,0
S5440,Berberine Sulfate,COC1=C(OC)C2=C(C=C1)C=C3C4=C(CC[N+]3=C2)C=C5OCOC5=C4.O[S]([O-])(=O)=O,0.46682245341326795,0
S5450,Sofalcone,CC(C)=CCOC1=CC=C(/C=C/C(=O)C2=C(OCC(O)=O)C=C(OCC=C(C)C)C=C2)C=C1,0.4068995639495661,0
S5451,Ferulic acid methyl ester,COC(=O)\C=C\C1=CC=C(O)C(=C1)OC,0.572650860489533,0
S5453,Hyperoside,OCC1OC(OC2=C(OC3=C(C(=CC(=C3)O)O)C2=O)C4=CC(=C(O)C=C4)O)C(O)C(O)C1O,0.5412287740888092,0
S5456,Isobavachalcone,CC(C)=CCC1=C(O)C(=CC=C1O)C(=O)\C=C\C2=CC=C(O)C=C2,0.5595455822724708,0
S5457,Curculigoside,COC1=C(C(=O)OCC2=CC(=CC=C2OC3OC(CO)C(O)C(O)C3O)O)C(=CC=C1)OC,0.41561523254168464,0
S5458,Verbascoside,CC1OC(OC2C(O)C(OCCC3=CC=C(O)C(=C3)O)OC(CO)C2OC(=O)\C=C\C4=CC=C(O)C(=C4)O)C(O)C(O)C1O,0.5883829042682286,0
S5460,Vitexin-2-O-rhaMnoside,CC1OC(OC2C(O)C(O)C(CO)OC2C3=C(O)C=C(O)C4=C3OC(=CC4=O)C5=CC=C(O)C=C5)C(O)C(O)C1O,0.3808841055017519,0
