Cat,Name,Smiles
S8978,Mitoquinone (MitoQ10) mesylate,COC1=C(OC)C(=O)C(=C(C)C1=O)CCCCCCCCCC[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4.C[S]([O-])(=O)=O
S9604,IM156,FC(F)(F)OC1=CC=C(NC(=N)NC(=N)N2CCCC2)C=C1
S9611,ABTL-0812,CCCCC\C=C/C\C=C/CCCCCCC(O)C(O)=O
S9687,H2DCFDA,CC(=O)OC1=CC2=C(C=C1Cl)C(C3=C(O2)C=C(OC(C)=O)C(=C3)Cl)C4=C(C=CC=C4)C(O)=O
S0267,TRi-1,COC1=NC(=C(C=C1)[N+]([O-])=O)[S](=O)(=O)C2=CC=C(Cl)C=C2
S0411,BAM 15,FC1=CC=CC=C1NC2=NC3=NON=C3N=C2NC4=CC=CC=C4F
S0454,Adjudin,NNC(=O)C1=N[N](CC2=C(Cl)C=C(Cl)C=C2)C3=CC=CC=C13
S0539,BTZO-1,O=C1N=C(SC2=CC=CC=C12)C3=CC=CC=N3
S0781,IQ 3,O=C(O\N=C1/C2=CC=CC=C2C3=NC4=CC=CC=C4N=C13)C5=CC=CO5
S0795,O-304,ClC1=CC=C(CN2SC(=NC2=O)NC(=O)C3=CC=C(Cl)C=C3)C=C1
S0913,"4',5,7-Trimethoxyflavone",COC1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(OC)C=C3OC
S1273,Amarogentin,OCC1OC(OC2OC=C3C(CCOC3=O)C2C=C)C(OC(=O)C4=C(O)C=C(O)C=C4C5=CC=CC(=C5)O)C(O)C1O
S1321,Urolithin B,OC1=CC2=C(C=C1)C3=CC=CC=C3C(=O)O2
S1323,7-Methoxyisoflavone,COC1=CC2=C(C=C1)C(=O)C(=CO2)C3=CC=CC=C3
S2942,EB-3D,[Br-].[Br-].CN(C)C1=CC=[N+](CC2=CC=C(OCCOC3=CC=C(C[N+]4=CC=C(C=C4)N(C)C)C=C3)C=C2)C=C1
S2997,DL-Tartaric acid,OC(C(O)C(O)=O)C(O)=O
S2999,Acetic acid octyl ester,CCCCCCCCOC(C)=O
S3009,Menthone,CC(C)C1CCC(C)CC1=O
S3087,N-Acetyl-DL-methionine,CSCCC(NC(C)=O)C(O)=O
S3313,Nudifloric Acid,CN1C=C(C=CC1=O)C(O)=O
S3341,Palmitoleic acid,CCCCCC\C=C/CCCCCCCC(O)=O
S3357,Elaidic acid,CCCCCCCC\C=C\CCCCCCCC(O)=O
S3743,Oxiglutatione,NC(CCC(=O)NC(CSSCC(NC(=O)CCC(N)C(O)=O)C(=O)NCC(O)=O)C(=O)NCC(O)=O)C(O)=O
S5645,Hemin,CC1=C(CCC(O)=O)C\2=N\C1=C/C3=C(C=C)C(=C4\C=C5/N=C(/C=C6\N([Fe](Cl)[N]34)\C(=C2)C(=C6C)CCC(O)=O)C(=C5C=C)C)C
S9157,Neoandrographolide,CC1(CCCC2(C)C(CCC3=CCOC3=O)C(=C)CCC12)COC4OC(CO)C(O)C(O)C4O
S9161,Ziyuglycoside II,CC1CCC2(CCC3(C)C(=CCC4C5(C)CCC(OC6OCC(O)C(O)C6O)C(C)(C)C5CCC34C)C2C1(C)O)C(O)=O
S9165,Poncirin,COC1=CC=C(C=C1)C2CC(=O)C3=C(O2)C=C(OC4OC(CO)C(O)C(O)C4OC5OC(C)C(O)C(O)C5O)C=C3O
S9232,Crocin II,CC(=C/C=C/C=C(C)/C=C/C=C(C)/C(=O)OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)\C=C\C=C(C)\C(=O)OC3OC(CO)C(O)C(O)C3O
S9247,Isoliensinine,COC1=CC=C(CC2N(C)CCC3=C2C=C(OC4=C(O)C=CC(=C4)CC5N(C)CCC6=C5C=C(O)C(=C6)OC)C(=C3)OC)C=C1
S9268,Epmedin B,COC1=CC=C(C=C1)C2=C(OC3OC(C)C(O)C(O)C3OC4OCC(O)C(O)C4O)C(=O)C5=C(O2)C(=C(OC6OC(CO)C(O)C(O)C6O)C=C5O)CC=C(C)C
S9269,Epmedin C,COC1=CC=C(C=C1)C2=C(OC3OC(C)C(O)C(O)C3OC4OC(C)C(O)C(O)C4O)C(=O)C5=C(O2)C(=C(OC6OC(CO)C(O)C(O)C6O)C=C5O)CC=C(C)C
S9273,Timosaponin BII,CC(CCC1(O)OC2CC3C4CCC5CC(CCC5(C)C4CCC3(C)C2C1C)OC6OC(CO)C(O)C(O)C6OC7OC(CO)C(O)C(O)C7O)COC8OC(CO)C(O)C(O)C8O
S9296,Fraxin,COC1=CC2=C(OC(=O)C=C2)C(=C1O)OC3OC(CO)C(O)C(O)C3O
S9396,Geraniin,OC1=CC(=CC(=C1O)O)C(=O)OC2OC3COC(=O)C4=CC(=C(O)C(=C4C5=C(C=C(O)C(=C5O)O)C(=O)OC6C3OC(=O)C7=CC(=O)C8(O)OC9=C(O)C(=CC(=C9C7C8(O)O)C(=O)OC26)O)O)O
S9698,Ezatiostat,CCOC(=O)C(N)CCC(=O)NC(CSCC1=CC=CC=C1)C(=O)NC(C(=O)OCC)C2=CC=CC=C2.OC(=O)C(F)(F)F
S0316,MPO-IN-28,COC1=CC2=NC(=NC(=C2C=C1)C)N=C(N)N
S2995,4-Hydroxyphenylpyruvic acid,OC(=O)C(=O)CC1=CC=C(O)C=C1
S3168,cis-Resveratrol,OC1=CC=C(C=C1)\C=C/C2=CC(=CC(=C2)O)O
S4419,Ensulizole,O[S](=O)(=O)C1=CC2=C(C=C1)N=C([NH]2)C3=CC=CC=C3
S4425,Rifamycin S,COC1\C=C\OC2(C)OC3=C(C2=O)C4=C(C(=C3C)O)C(=O)C(=CC4=O)NC(=O)\C(=C/C=C/C(C)C(O)C(C)C(O)C(C)C(OC(C)=O)C1C)C
S4452,ML162,COC1=C(Cl)C=C(C=C1)N(C(C(=O)NCCC2=CC=CC=C2)C3=CC=CS3)C(=O)CCl
S4611,TCEP Hydrochloride,Cl.OC(=O)CCP(CCC(O)=O)CCC(O)=O
S5958,Metformin,CN(C)C(=N)NC(N)=N
S5977,"3-Amino-1,2,4-triazole",NC1=NC=N[NH]1
S9723,CDDO-Im,CC1(C)CCC2(CCC3(C)C(C2C1)C(=O)C=C4C5(C)C=C(C#N)C(=O)C(C)(C)C5CCC34C)C(=O)[N]6C=CN=C6
S9783,6-Aminonicotinamide,NC(=O)C1=CC=C(N)N=C1
S3384,(E/Z)-IT-603,COC1=CC(=CC(=C1O)/C=C2/NC(=S)NC2=O)Br
S4460,IMM-H007,CC(=O)OCC1OC(C(OC(C)=O)C1OC(C)=O)[N]2C=NC3=C(NC4=CC=CC(=C4)O)N=CN=C23
S5899,(R)-(-)-Ibuprofen,CC(C)CC1=CC=C(C=C1)C(C)C(O)=O
S6239,PMX-53,CC(=O)NC(CC1=CC=CC=C1)C(=O)NC2CCCNC(=O)C(CCCN=C(N)N)NC(=O)C(CC3=C[NH]C4=CC=CC=C34)NC(=O)C(CC5CCCCC5)NC(=O)C6CCCN6C2=O
S6347,5'-N-Ethylcarboxamidoadenosine (NECA),CCNC(=O)C1OC(C(O)C1O)[N]2C=NC3=C(N)N=CN=C23
S9729,Visomitin (SKQ1),[Br-].CC1=C(C)C(=O)C(=CC1=O)CCCCCCCCCC[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4
S9733,Mito-TEMPO,[Cl-].CC1(C)CC(CC(C)(C)N1[O])NC(=O)C[P+](C2=CC=CC=C2)(C3=CC=CC=C3)C4=CC=CC=C4
S9860,BC1618,OC(COC1=CC=C(C=C1)C(F)(F)F)CN(CC2=CC=CC=C2)CC3=CC=CC=C3
S9874,4-Aminobenzohydrazide,NNC(=O)C1=CC=C(N)C=C1
E0018,Triheptanoin,CCCCCCC(=O)OCC(COC(=O)CCCCCC)OC(=O)CCCCCC
E0020,Lupenone,CC(=C)C1CCC2(C)CCC3(C)C(CCC4C5(C)CCC(=O)C(C)(C)C5CCC34C)C12
E0022,Ophiopogonin D,CC1CCC2(OC1)OC3CC4C5CC=C6CC(O)CC(OC7OC(C)C(O)C(OC8OCC(O)C(O)C8O)C7OC9OC(C)C(O)C(O)C9O)C6(C)C5CCC4(C)C3C2C
E0025,2-Hydroxybenzylamine,NCC1=CC=CC=C1O
S9793,4-Hydroxynonenal,CCCCCC(O)\C=C\C=O
S9925,Imeglimin (EMD 387008) Hydrochloride,Cl.CC1N=C(N)NC(=N1)N(C)C
E0023,"5,7-Dihydroxychromone",OC1=CC(=C2C(=O)C=COC2=C1)O
E0092,KEA1-97,FC1=CC=C(C=C1)C2=CC=C(NC3=NC(=NC(=N3)Cl)Cl)C=C2
E0129,Oxysophocarpine,[O-][N+]12CCCC3CN4C(CC=CC4=O)C(CCC1)C23
E0130,Apigenin-7-O-glucuronide,OC1C(O)C(OC(C1O)C(O)=O)OC2=CC(=C3C(=O)C=C(OC3=C2)C4=CC=C(O)C=C4)O
E0131,Luteolin-7-O-glucuronide,OC1C(O)C(OC(C1O)C(O)=O)OC2=CC(=C3C(=O)C=C(OC3=C2)C4=CC(=C(O)C=C4)O)O
E1031,MK-8722,OC1COC2C(COC12)OC3=NC4=NC(=C(Cl)C=C4[NH]3)C5=CC=C(C=C5)C6=CC=CC=C6
S0418,Ezutromid,CC[S;v6](=O)(=O)C1=CC=C2OC(=NC2=C1)C3=CC4=C(C=CC=C4)C=C3
S0770,Camalexin,[NH]1C=C(C2=NC=CS2)C3=C1C=CC=C3
S0844,NDMC101,OC1=C(C=CC=C1)C(=O)NC2=C(F)C=C(Cl)C=C2
S0888,Rsva 405,CCN(CC)C1=CC=C(/C=N/NC(=O)C2=CC=NC=C2)C(=C1)O
S9833,BAY-3827,CCC1=CC=CC=C1C(=O)NC2=N[NH]C3=C2C=C(C4C(=C(C)N(C)C(=C4C#N)C)C#N)C(=C3C)F
E0211,Dihydroberberine,COC1=CC=C2C=C3N(CCC4=C3C=C5OCOC5=C4)CC2=C1OC
E0459,Robinetin,OC1=CC=C2C(=O)C(=C(OC2=C1)C3=CC(=C(O)C(=C3)O)O)O
E0471,Alkyne tyramide,OC1=CC=C(CCNC(=O)CCC#C)C=C1
E0487,SP-8356,COC1=C(O)C(=CC(=C1)/C=C/C2=CC(=O)C3CC2C3(C)C)O
E0526,sappanone A,OC1=CC=C2C(=O)C(/COC2=C1)=C/C3=CC=C(O)C(=C3)O
E0650,¦Ă-Terpinene,CC(C)C1=CCC(=CC1)C
E0653,Trans-ferulic acid,COC1=C(O)C=CC(=C1)\C=C\C(O)=O
E0671,Deacetylasperulosidic acid,OCC1OC(OC2OC=C(C3C(O)C=C(CO)C23)C(O)=O)C(O)C(O)C1O
E0783,SM-7368,[O-][N+](=O)C1=CN=C(NC(=O)C2=CC=C(C(=C2)Cl)[N+]([O-])=O)S1
E0785,YS-49,Br.OC1=CC2=C(C=C1O)C(CC3=C4C=CC=CC4=CC=C3)NCC2
E0796,NF-¦ĘB-IN-1,COC1=CC(=CC=C1O)/C=C(C(=O)\C=C\C2=CC=C(OC)C(=C2)OC)/C(=O)/C=C/C3=CC=C(OC)C(=C3)OC
E0812,CXD101,C[N]1C=C(CN2CCC(CC2)C3=CC=C(C=C3)C(=O)NC4=CC=CC=C4N)C(=N1)C
E0944,IMD-0560,OC1=CC=C(Br)C=C1C(=O)NC2=CC(=CC=C2C(F)(F)F)C(F)(F)F
E1080,HG106,COC1=CC=C(C=C1)[N]2N=C3C=CC(=CC3=N2)NC(=O)CCl
E1281,Dimethyl itaconate,COC(=O)CC(=C)C(=O)OC
E2203,DMU-212,COC1=CC=C(C=C1)/C=C/C2=CC(=C(OC)C(=C2)OC)OC
E2548,N-(p-Coumaroyl) Serotonin,
E2661,Chitosan oligosaccharide,NC1C(O)OC(CO)C(OC2OC(CO)C(O)C(O)C2N)C1O
E2832,LCS-1,CC1=CC(=CC=C1)N2N=CC(=C(Cl)C2=O)Cl
S0947,Cafestol,CC12CCC3=C(C=CO3)C1CCC45CC(CCC24)C(O)(CO)C5
S3290,Procyanidin B2,OC1CC2=C(OC1C3=CC(=C(O)C=C3)O)C(=C(O)C=C2O)C4C(O)C(OC5=CC(=CC(=C45)O)O)C6=CC(=C(O)C=C6)O
S7428,Rocaglamide,COC1=CC=C(C=C1)C23OC4=C(C(=CC(=C4)OC)OC)C2(O)C(O)C(C3C5=CC=CC=C5)C(=O)N(C)C
S8587,Withaferin A,CC(C1CC(=C(CO)C(=O)O1)C)C2CCC3C4CC5OC56C(O)C=CC(=O)C6(C)C4CCC23C
S9213,Jujuboside A,CC1OC(OC2C(OCC(O)C2OC3OC(COC4OC(CO)C(O)C(O)C4O)C(O)C(O)C3OC5OCC(O)C(O)C5O)OC6CCC7(C)C(CCC8(C)C7CCC9C%10C(C)(O)CC(OC%10%11CC89CO%11)C=C(C)C)C6(C)C)C(O)C(O)C1O
E2748,EGCG Octaacetate,CC(=O)OC1=CC2=C(CC(OC(=O)C3=CC(=C(OC(C)=O)C(=C3)OC(C)=O)OC(C)=O)C(O2)C4=CC(=C(OC(C)=O)C(=C4)OC(C)=O)OC(C)=O)C(=C1)OC(C)=O
S0177,XMD-17-51,CN1C(=O)C2=CC=CC=C2N(C)C3=NC(=NC=C13)NC4=C[N](N=C4)C5CCNCC5
S6671,SN50,CSCCC(NC(=O)C(CC(C)C)NC(=O)C(CCCCN)NC(=O)C(CCC(N)=O)NC(=O)C(CCCNC(N)=N)NC(=O)C(CCCCN)NC(=O)C(CCCNC(N)=N)NC(=O)C(CCC(N)=O)NC(=O)C(NC(=O)C1CCCN1C(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(C)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(NC(=O)C(C)NC(=O)C2CCCN2C(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(C)NC(=O)C(NC(=O)C(C)NC(=O)C(C)N)C(C)C)C(C)C)C(C)C)C(=O)N3CCCC3C(O)=O
S7956,Brusatol,COC(=O)C12OCC34C(CC5C(=C(O)C(=O)CC5(C)C3C(O)C1O)C)OC(=O)C(OC(=O)C=C(C)C)C24
E0184,2-Mercaptobenzothiazole,S=C1NC2=CC=CC=C2S1
E0250,Artemitin,COC1=C(OC)C=C(C=C1)C2=C(OC)C(=O)C3=C(O)C(=C(OC)C=C3O2)OC
E1244,FINO2,CC(C)(C)C1CCC2(CC1)CC(C)(CCO)OO2
E2178,IM-54,CCCCCNC1=C(C(=O)N(C)C1=O)C2=C[N](C)C3=CC=CC=C23
S4684,Sildenafil,CCCC1=N[N](C)C2=C1N=C(NC2=O)C3=CC(=CC=C3OCC)[S](=O)(=O)N4CCN(C)CC4
S1985,ATP disodium,[Na+].[Na+].NC1=NC=NC2=C1N=C[N]2C3OC(CO[P](O)(=O)O[P]([O-])(=O)O[P](O)([O-])=O)C(O)C3O
S1999,Sodium butyrate,[Na+].CCCC([O-])=O
S2129,Fudosteine,NC(CSCCCO)C(O)=O
S2462,Donepezil HCl,Cl.COC1=C(OC)C=C2C(=O)C(CC3CCN(CC3)CC4=CC=CC=C4)CC2=C1
S3631,(S)-Methylisothiourea sulfate,CSC(N)=N
S3793,Phytic acid,O[P](O)(=O)OC1C(O[P](O)(O)=O)C(O[P](O)(O)=O)C(O[P](O)(O)=O)C(O[P](O)(O)=O)C1O[P](O)(O)=O
S3852,L-Theanine,CCNC(=O)CCC(N)C(O)=O
S3973,L-SelenoMethionine,C[Se]CCC(N)C(O)=O
S4245,Sodium ascorbate,[NaH].OCC(O)C1OC(=O)C(O)C1O
S4606,Glutathione,NC(CCC(=O)NC(CS)C(=O)NCC(O)=O)C(O)=O
S4740,Sodium ferulate,[Na+].COC1=CC(=CC=C1O)\C=C\C([O-])=O
S4786,S-Methyl-L-cysteine,CSCC(N)C(O)=O
S4791,S-allyl-L-cysteine,NC(CSCC=C)C(O)=O
S4993,Timonacic,OC(=O)C1CSCN1
S5115,Sodium L-ascorbyl-2-phosphate,[Na+].[Na+].[Na+].OCC(O)C1OC(=O)C(=C1[O-])O[P]([O-])([O-])=O
S5226,L-carnosine,NCCC(=O)NC(CC1=C[NH]C=N1)C(O)=O
S5468,Kaempferol-3-O-glucorhamnoside,CC1OC(OC2C(O)C(O)C(CO)OC2OC3=C(OC4=CC(=CC(=C4C3=O)O)O)C5=CC=C(O)C=C5)C(O)C(O)C1O
S5524,Spermine Tetrahydrochloride,Cl.Cl.Cl.Cl.NCCCNCCCCNCCCN
S5545,DL-Serine,NC(CO)C(O)=O
S5633,L-methionine,CSCCC(N)C(O)=O
S6445,Chlorophyllin (sodium copper salt),[Na+].[Na+].[Na+].[Cu++]|1|2|3|[N-]4C5=C(C)C(=C4C=C6N|1=C(C=C7[N-]|2C(=C(CC([O-])=O)C8=N|3C(=C5)C(C)C8CCC([O-])=O)C(=C7C)C([O-])=O)C(=C6C)CC)C=C
S7306,Dorsomorphin (Compound C) 2HCl,Cl.Cl.C1CCN(CC1)CCOC2=CC=C(C=C2)C3=C[N]4N=CC(=C4N=C3)C5=CC=NC=C5
S9344,DL-Methionine,CSCCC(N)C(O)=O
S2433,DL-Buthionine-Sulfoximine,CCCC[S](=N)(=O)CCC(N)C(O)=O
S3266,L-Anserine nitrate salt,C[N]1C=NC=C1CC(NC(=O)CCN)C(O)=O.O[N+]([O-])=O
S9728,"BSO (L-Buthionine-(S,R)-sulfoximine)",CCCC[S](=N)(=O)CCC(N)C(O)=O
S5956,Dexamethasone phosphate disodium,[Na+].[Na+].CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO[P]([O-])([O-])=O
S9803,Elamipretide (MTP-131),CC1=C(CC(NC(=O)C(N)CCCNC(N)=N)C(=O)NC(CCCCN)C(=O)NC(CC2=CC=CC=C2)C(N)=O)C(=CC(=C1)O)C
E0152,L(+)-Monosodium glutamate monohydrate,O.[Na+].NC(CCC(O)=O)C([O-])=O
E2692,L-Ascorbic acid 2-phosphate sesquimagnesium salt,[Mg++].[Mg++].[Mg++].OCC(O)C1OC(=O)C(=C1[O-])O[P]([O-])([O-])=O.OCC(O)C2OC(=O)C(=C2[O-])O[P]([O-])([O-])=O
P1213,gp91ds-tat,CCC(C)C(NC(=O)C(CCCNC(N)=N)NC(=O)C(NC(=O)C(CO)NC(=O)C(CS)NC(=O)C(CCCNC(N)=N)NC(=O)C(CCCNC(N)=N)NC(=O)C(CCCNC(N)=N)NC(=O)C(CCC(N)=O)NC(=O)C(CCCNC(N)=N)NC(=O)C(CCCNC(N)=N)NC(=O)C(CCCCN)NC(=O)C(CCCCN)NC(=O)C(N)CCCNC(N)=N)C(C)O)C(=O)NC(CCCNC(N)=N)C(=O)NC(CCCNC(N)=N)C(=O)NC(CCC(N)=O)C(=O)NC(CC(C)C)C(N)=O
E0178,Cysteamine bitartrate,NCCS.OC(C(O)C(O)=O)C(O)=O
S2542,Phenformin (NSC-756501) HCl,Cl.NC(=N)NC(=N)NCCC1=CC=CC=C1
S1327,Ellagic acid,OC1=CC2=C3C(=C1O)OC(=O)C4=CC(=C(O)C(=C34)OC2=O)O
S1724,Paliperidone,CC1=C(CCN2CCC(CC2)C3=NOC4=C3C=CC(=C4)F)C(=O)N5CCCC(O)C5=N1
S1986,Meclizine 2HCl,Cl.Cl.CC1=CC(=CC=C1)CN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=C(Cl)C=C4
S2251,(-)-Huperzine A (HupA),C\C=C/1C2CC3=C(C=CC(=O)N3)C1(N)CC(=C2)C
S2292,Diosmin,COC1=C(O)C=C(C=C1)C2=CC(=O)C3=C(O2)C=C(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)C=C3O
S3614,Lupeol,CC(=C)C1CCC2(C)CCC3(C)C(CCC4C5(C)CCC(O)C(C)(C)C5CCC34C)C12
S3770,Sodium Aescinate,CC(OC(C)=O)C(C)C(=O)OCC12C(O)C3OC1CC4(C)C(=CCC5C6(C)CCC(OC7OC(C(OC8OC(CO)C(O)C(O)C8O)C(O)C7OC9OCC(O)C(O)C9O)C(=O)O[Na])C(C)(CO)C6CCC45C)C2CC3(C)C
S3891,Vincamine,CCC12CCCN3CCC4=C(C13)[N](C5=CC=CC=C45)C(O)(C2)C(=O)OC
S5116,Bilibubin,CC1=C(C=C)/C(NC1=O)=C/C2=C(C)C(=C(CC3=C(CCC(O)=O)C(=C([NH]3)\C=C\4NC(=O)C(=C4C)C=C)C)[NH]2)CCC(O)=O
S5516,Ellagic Acid hydrate,O.OC1=CC2=C3C(=C1O)OC(=O)C4=CC(=C(O)C(=C34)OC2=O)O
S5712,Zofenopril calcium,CC(CSC(=O)C1=CC=CC=C1)C(=O)N2CC(CC2C(=O)O[Ca]OC(=O)C3CC(CN3C(=O)C(C)CSC(=O)C4=CC=CC=C4)SC5=CC=CC=C5)SC6=CC=CC=C6
S7840,Dorsomorphin (Compound C),C1CCN(CC1)CCOC2=CC=C(C=C2)C3=C[N]4N=CC(=C4N=C3)C5=CC=NC=C5
S9246,Tiliroside,OC1C(O)C(COC(=O)\C=C\C2=CC=C(O)C=C2)OC(OC3=C(OC4=C(C(=CC(=C4)O)O)C3=O)C5=CC=C(O)C=C5)C1O
S3299,Demethyleneberberine,COC1=C(OC)C2=C[N+]3=C(C=C2C=C1)C4=CC(=C(O)C=C4CC3)O
S9054,Pectolinarin,COC1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C=C(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)C(=C3O)OC
E2818,MARK4 inhibitor 1,COC1=CC=C(C[N]2C=C(N=N2)C(=O)N\N=C\3C(=O)NC4=C(C)C=CC=C34)C=C1
